seqname	start	end	strand	ENSID	gene_id	gene_name	hgnc_id	havana_gene
chr5	134967907	135011696	+	ENSG00000152705.8	ENSG00000152705.8	CATSPER3	HGNC:20819	OTTHUMG00000129137.4
chr5	135027734	135034813	-	ENSG00000069011.16	ENSG00000069011.16	PITX1	HGNC:9004	OTTHUMG00000149983.7
chr5	135334381	135399914	-	ENSG00000113648.17	ENSG00000113648.17	MACROH2A1	HGNC:4740	OTTHUMG00000129141.3
chr5	135444214	135447348	-	ENSG00000251380.3	ENSG00000251380.3	DCANP1	HGNC:24459	OTTHUMG00000163308.1
chr5	135444226	135452351	-	ENSG00000255833.2	ENSG00000255833.2	TIFAB	HGNC:34024	OTTHUMG00000129140.3
chr5	135476913	135889770	+	ENSG00000145832.16	ENSG00000145832.16	SLC25A48	HGNC:30451	OTTHUMG00000157007.5
chr5	135534282	135535964	-	ENSG00000181965.6	ENSG00000181965.6	NEUROG1	HGNC:7764	OTTHUMG00000129138.2
chr5	135570679	135579279	-	ENSG00000145824.13	ENSG00000145824.13	CXCL14	HGNC:10640	OTTHUMG00000129139.7
chr5	135892246	135895841	-	ENSG00000145839.2	ENSG00000145839.2	IL9	HGNC:6029	OTTHUMG00000129147.2
chr5	135922279	135954983	-	ENSG00000145826.9	ENSG00000145826.9	LECT2	HGNC:6550	OTTHUMG00000129146.5
chr5	136028988	136063818	+	ENSG00000120708.17	ENSG00000120708.17	TGFBI	HGNC:11771	OTTHUMG00000163213.5
chr5	136132845	136188747	+	ENSG00000113658.18	ENSG00000113658.18	SMAD5	HGNC:6771	OTTHUMG00000163212.8
chr5	136191468	136193162	-	ENSG00000271824.2	ENSG00000271824.2	SMIM32	HGNC:53640	OTTHUMG00000185564.3
chr5	136212745	136365545	-	ENSG00000069018.19	ENSG00000069018.19	TRPC7	HGNC:20754	OTTHUMG00000189265.4
chr5	136975298	137598379	-	ENSG00000152377.15	ENSG00000152377.15	SPOCK1	HGNC:11251	OTTHUMG00000129157.7
chr5	137617500	137736089	-	ENSG00000146021.15	ENSG00000146021.15	KLHL3	HGNC:6354	OTTHUMG00000129155.14
chr5	137745651	137754363	-	ENSG00000177733.8	ENSG00000177733.8	HNRNPA0	HGNC:5030	OTTHUMG00000129156.3
chr5	137867858	137887851	+	ENSG00000120729.10	ENSG00000120729.10	MYOT	HGNC:12399	OTTHUMG00000129154.6
chr5	137887968	137942747	+	ENSG00000078795.17	ENSG00000078795.17	PKD2L2	HGNC:9012	OTTHUMG00000163306.5
chr5	137937960	138051961	-	ENSG00000031003.11	ENSG00000031003.11	FAM13B	HGNC:1335	OTTHUMG00000129202.8
chr5	138083990	138092365	+	ENSG00000061492.12	ENSG00000061492.12	WNT8A	HGNC:12788	OTTHUMG00000129196.7
chr5	138115175	138139443	-	ENSG00000112981.5	ENSG00000112981.5	NME5	HGNC:7853	OTTHUMG00000129207.4
chr5	138139770	138178953	-	ENSG00000112983.18	ENSG00000112983.18	BRD8	HGNC:19874	OTTHUMG00000129204.7
chr5	138178719	138187723	+	ENSG00000112984.12	ENSG00000112984.12	KIF20A	HGNC:9787	OTTHUMG00000129195.4
chr5	138187650	138213343	-	ENSG00000094880.11	ENSG00000094880.11	CDC23	HGNC:1724	OTTHUMG00000129198.7
chr5	138252380	138274621	-	ENSG00000146013.12	ENSG00000146013.12	GFRA3	HGNC:4245	OTTHUMG00000129200.3
chr5	138285269	138338355	-	ENSG00000158402.21	ENSG00000158402.21	CDC25C	HGNC:1727	OTTHUMG00000129203.6
chr5	138331935	138349729	+	ENSG00000120709.11	ENSG00000120709.11	FAM53C	HGNC:1336	OTTHUMG00000129201.5
chr5	138352685	138437028	+	ENSG00000120733.15	ENSG00000120733.15	KDM3B	HGNC:1337	OTTHUMG00000163469.2
chr5	138439057	138446969	+	ENSG00000132563.17	ENSG00000132563.17	REEP2	HGNC:17975	OTTHUMG00000129205.6
chr5	138465479	138469303	+	ENSG00000120738.8	ENSG00000120738.8	EGR1	HGNC:3238	OTTHUMG00000129197.3
chr5	138506095	138543236	-	ENSG00000120705.13	ENSG00000120705.13	ETF1	HGNC:3477	OTTHUMG00000129199.6
chr5	138553756	138575675	-	ENSG00000113013.16	ENSG00000113013.16	HSPA9	HGNC:5244	OTTHUMG00000129206.7
chr5	138610967	138935034	+	ENSG00000044115.21	ENSG00000044115.21	CTNNA1	HGNC:2509	OTTHUMG00000163502.5
chr5	138868921	138875368	-	ENSG00000146006.8	ENSG00000146006.8	LRRTM2	HGNC:19409	OTTHUMG00000163535.4
chr5	138946724	139293557	-	ENSG00000120725.13	ENSG00000120725.13	SIL1	HGNC:24624	OTTHUMG00000129226.4
chr5	139273752	139331671	+	ENSG00000280987.4	ENSG00000280987.4	MATR3	NA	OTTHUMG00000189583.4
chr5	139293674	139331677	+	ENSG00000015479.20	ENSG00000015479.20	MATR3	HGNC:6912	OTTHUMG00000129229.7
chr5	139341587	139369720	+	ENSG00000120727.13	ENSG00000120727.13	PAIP2	HGNC:17970	OTTHUMG00000129227.6
chr5	139367196	139384553	-	ENSG00000170482.17	ENSG00000170482.17	SLC23A1	HGNC:10974	OTTHUMG00000129228.6
chr5	139387467	139390081	-	ENSG00000170476.16	ENSG00000170476.16	MZB1	HGNC:30125	OTTHUMG00000163390.2
chr5	139390592	139395104	-	ENSG00000228672.4	ENSG00000228672.4	PROB1	HGNC:41906	OTTHUMG00000185568.2
chr5	139396563	139404089	-	ENSG00000170469.11	ENSG00000170469.11	SPATA24	HGNC:27322	OTTHUMG00000163388.3
chr5	139408588	139444491	-	ENSG00000170464.10	ENSG00000170464.10	DNAJC18	HGNC:28429	OTTHUMG00000129225.6
chr5	139442316	139462707	-	ENSG00000279686.1	ENSG00000279686.1	ENSG00000279686	NA	OTTHUMG00000189234.1
chr5	139448560	139462743	-	ENSG00000249751.4	ENSG00000249751.4	ECSCR	HGNC:35454	OTTHUMG00000163240.4
chr5	139471004	139473700	+	ENSG00000283288.2	ENSG00000283288.2	SMIM33	HGNC:53645	OTTHUMG00000191731.1
chr5	139475533	139482935	-	ENSG00000184584.14	ENSG00000184584.14	STING1	HGNC:27962	OTTHUMG00000129239.22
chr5	139526431	139628434	+	ENSG00000131508.17	ENSG00000131508.17	UBE2D2	HGNC:12475	OTTHUMG00000163282.6
chr5	139647299	139683882	+	ENSG00000171604.12	ENSG00000171604.12	CXXC5	HGNC:26943	OTTHUMG00000163331.5
chr5	139795808	139844466	+	ENSG00000146005.4	ENSG00000146005.4	PSD2	HGNC:19092	OTTHUMG00000129240.3
chr5	139846779	140043299	-	ENSG00000158458.21	ENSG00000158458.21	NRG2	HGNC:7998	OTTHUMG00000129241.9
chr5	140107777	140125619	+	ENSG00000185129.8	ENSG00000185129.8	PURA	HGNC:9701	OTTHUMG00000129242.5
chr5	140125937	140129392	+	ENSG00000182700.5	ENSG00000182700.5	IGIP	HGNC:33847	OTTHUMG00000163359.2
chr5	140175156	140282052	+	ENSG00000120306.11	ENSG00000120306.11	CYSTM1	HGNC:30239	OTTHUMG00000129243.6
chr5	140245035	140303113	-	ENSG00000113068.10	ENSG00000113068.10	PFDN1	HGNC:8866	OTTHUMG00000129249.5
chr5	140332843	140346603	-	ENSG00000113070.8	ENSG00000113070.8	HBEGF	HGNC:3059	OTTHUMG00000129496.5
chr5	140360194	140375141	+	ENSG00000113073.15	ENSG00000113073.15	SLC4A9	HGNC:11035	OTTHUMG00000163352.4
chr5	140401814	140539856	+	ENSG00000131503.21	ENSG00000131503.21	ANKHD1	HGNC:24714	OTTHUMG00000161610.4
chr5	140401908	140549569	+	ENSG00000254996.5	ENSG00000254996.5	ANKHD1-EIF4EBP3	HGNC:33530	OTTHUMG00000166212.1
chr5	140537340	140557677	-	ENSG00000213523.12	ENSG00000213523.12	SRA1	HGNC:11281	OTTHUMG00000163569.4
chr5	140547662	140549576	+	ENSG00000243056.2	ENSG00000243056.2	EIF4EBP3	HGNC:3290	OTTHUMG00000129498.3
chr5	140558268	140564781	-	ENSG00000113108.20	ENSG00000113108.20	APBB3	HGNC:20708	OTTHUMG00000191657.1
chr5	140564446	140569100	+	ENSG00000293600.2	ENSG00000293600.2	ENSG00000293600	NA	NA
chr5	140564819	140569100	+	ENSG00000176087.17	ENSG00000176087.17	SLC35A4	HGNC:20753	OTTHUMG00000129495.6
chr5	140631728	140633700	-	ENSG00000170458.15	ENSG00000170458.15	CD14	HGNC:1628	OTTHUMG00000129507.5
chr5	140638740	140647771	-	ENSG00000131495.9	ENSG00000131495.9	NDUFA2	HGNC:7685	OTTHUMG00000129505.2
chr5	140639435	140645408	+	ENSG00000113119.13	ENSG00000113119.13	TMCO6	HGNC:28814	OTTHUMG00000129497.6
chr5	140647058	140662480	+	ENSG00000113141.19	ENSG00000113141.19	IK	HGNC:5958	OTTHUMG00000163374.5
chr5	140664868	140674124	+	ENSG00000120314.19	ENSG00000120314.19	WDR55	HGNC:25971	OTTHUMG00000129506.4
chr5	140670794	140673576	-	ENSG00000256453.2	ENSG00000256453.2	DND1	HGNC:23799	OTTHUMG00000129499.3
chr5	140673035	140691537	-	ENSG00000170445.16	ENSG00000170445.16	HARS1	HGNC:4816	OTTHUMG00000129502.12
chr5	140691430	140699305	+	ENSG00000112855.17	ENSG00000112855.17	HARS2	HGNC:4817	OTTHUMG00000129500.19
chr5	140698680	140706686	+	ENSG00000146007.11	ENSG00000146007.11	ZMAT2	HGNC:26433	OTTHUMG00000129503.9
chr5	140786136	141012347	+	ENSG00000204970.10	ENSG00000204970.10	PCDHA1	HGNC:8663	OTTHUMG00000163368.3
chr5	140794852	141012347	+	ENSG00000204969.7	ENSG00000204969.7	PCDHA2	HGNC:8668	OTTHUMG00000163363.5
chr5	140801028	141012347	+	ENSG00000255408.4	ENSG00000255408.4	PCDHA3	HGNC:8669	OTTHUMG00000163357.4
chr5	140807037	141012347	+	ENSG00000204967.13	ENSG00000204967.13	PCDHA4	HGNC:8670	OTTHUMG00000163360.5
chr5	140821604	141012347	+	ENSG00000204965.9	ENSG00000204965.9	PCDHA5	HGNC:8671	OTTHUMG00000163367.4
chr5	140827958	141012347	+	ENSG00000081842.18	ENSG00000081842.18	PCDHA6	HGNC:8672	OTTHUMG00000163353.5
chr5	140834248	141012347	+	ENSG00000204963.6	ENSG00000204963.6	PCDHA7	HGNC:8673	OTTHUMG00000163371.4
chr5	140841187	141012347	+	ENSG00000204962.6	ENSG00000204962.6	PCDHA8	HGNC:8674	OTTHUMG00000163354.4
chr5	140847772	141012347	+	ENSG00000204961.7	ENSG00000204961.7	PCDHA9	HGNC:8675	OTTHUMG00000163373.3
chr5	140855883	141012347	+	ENSG00000250120.8	ENSG00000250120.8	PCDHA10	HGNC:8664	OTTHUMG00000163372.5
chr5	140868183	141012347	+	ENSG00000249158.7	ENSG00000249158.7	PCDHA11	HGNC:8665	OTTHUMG00000163369.3
chr5	140875302	141012347	+	ENSG00000251664.5	ENSG00000251664.5	PCDHA12	HGNC:8666	OTTHUMG00000163366.5
chr5	140882124	141012347	+	ENSG00000239389.8	ENSG00000239389.8	PCDHA13	HGNC:8667	OTTHUMG00000129614.4
chr5	140926299	141012347	+	ENSG00000248383.5	ENSG00000248383.5	PCDHAC1	HGNC:8676	OTTHUMG00000129603.3
chr5	140966470	141012347	+	ENSG00000243232.6	ENSG00000243232.6	PCDHAC2	HGNC:8677	OTTHUMG00000129607.7
chr5	141051374	141059346	+	ENSG00000171815.6	ENSG00000171815.6	PCDHB1	HGNC:8680	OTTHUMG00000129627.5
chr5	141094606	141098703	+	ENSG00000112852.7	ENSG00000112852.7	PCDHB2	HGNC:8687	OTTHUMG00000129606.6
chr5	141100473	141103827	+	ENSG00000113205.5	ENSG00000113205.5	PCDHB3	HGNC:8688	OTTHUMG00000129622.5
chr5	141121818	141125623	+	ENSG00000081818.4	ENSG00000081818.4	PCDHB4	HGNC:8689	OTTHUMG00000129617.5
chr5	141135206	141138615	+	ENSG00000113209.9	ENSG00000113209.9	PCDHB5	HGNC:8690	OTTHUMG00000129616.6
chr5	141150057	141153287	+	ENSG00000113211.6	ENSG00000113211.6	PCDHB6	HGNC:8691	OTTHUMG00000129623.5
chr5	141172644	141176383	+	ENSG00000113212.7	ENSG00000113212.7	PCDHB7	HGNC:8692	OTTHUMG00000129608.4
chr5	141177790	141182369	+	ENSG00000120322.5	ENSG00000120322.5	PCDHB8	HGNC:8693	OTTHUMG00000129621.5
chr5	141182387	141186226	+	ENSG00000272674.4	ENSG00000272674.4	PCDHB16	HGNC:14546	OTTHUMG00000188325.4
chr5	141187127	141191541	+	ENSG00000177839.7	ENSG00000177839.7	PCDHB9	HGNC:8694	OTTHUMG00000188326.5
chr5	141192353	141195647	+	ENSG00000120324.9	ENSG00000120324.9	PCDHB10	HGNC:8681	OTTHUMG00000129626.3
chr5	141199610	141203779	+	ENSG00000197479.7	ENSG00000197479.7	PCDHB11	HGNC:8682	OTTHUMG00000129618.3
chr5	141208697	141212571	+	ENSG00000120328.6	ENSG00000120328.6	PCDHB12	HGNC:8683	OTTHUMG00000129620.3
chr5	141213919	141218979	+	ENSG00000187372.11	ENSG00000187372.11	PCDHB13	HGNC:8684	OTTHUMG00000129615.2
chr5	141223343	141227759	+	ENSG00000120327.7	ENSG00000120327.7	PCDHB14	HGNC:8685	OTTHUMG00000129619.4
chr5	141223372	141245861	+	ENSG00000279983.1	ENSG00000279983.1	ENSG00000279983	NA	OTTHUMG00000189134.1
chr5	141245395	141249365	+	ENSG00000113248.6	ENSG00000113248.6	PCDHB15	HGNC:8686	OTTHUMG00000129609.6
chr5	141259884	141320784	-	ENSG00000178913.9	ENSG00000178913.9	TAF7	HGNC:11541	OTTHUMG00000129628.7
chr5	141302635	141304049	-	ENSG00000120329.7	ENSG00000120329.7	SLC25A2	HGNC:22921	OTTHUMG00000129604.5
chr5	141330514	141512975	+	ENSG00000204956.6	ENSG00000204956.6	PCDHGA1	HGNC:8696	OTTHUMG00000163678.4
chr5	141338760	141512975	+	ENSG00000081853.15	ENSG00000081853.15	PCDHGA2	HGNC:8700	OTTHUMG00000163679.4
chr5	141343829	141512975	+	ENSG00000254245.3	ENSG00000254245.3	PCDHGA3	HGNC:8701	OTTHUMG00000163680.4
chr5	141350099	141512975	+	ENSG00000254221.3	ENSG00000254221.3	PCDHGB1	HGNC:8708	OTTHUMG00000163681.4
chr5	141355021	141512975	+	ENSG00000262576.3	ENSG00000262576.3	PCDHGA4	HGNC:8702	OTTHUMG00000177593.4
chr5	141359994	141512975	+	ENSG00000253910.3	ENSG00000253910.3	PCDHGB2	HGNC:8709	OTTHUMG00000163682.2
chr5	141364162	141512975	+	ENSG00000253485.3	ENSG00000253485.3	PCDHGA5	HGNC:8703	OTTHUMG00000163683.2
chr5	141370242	141512975	+	ENSG00000262209.3	ENSG00000262209.3	PCDHGB3	HGNC:8710	OTTHUMG00000177471.5
chr5	141373891	141512975	+	ENSG00000253731.3	ENSG00000253731.3	PCDHGA6	HGNC:8704	OTTHUMG00000163684.2
chr5	141382739	141512975	+	ENSG00000253537.3	ENSG00000253537.3	PCDHGA7	HGNC:8705	OTTHUMG00000163685.3
chr5	141387698	141512975	+	ENSG00000253953.3	ENSG00000253953.3	PCDHGB4	HGNC:8711	OTTHUMG00000163686.2
chr5	141390157	141512975	+	ENSG00000253767.3	ENSG00000253767.3	PCDHGA8	HGNC:8706	OTTHUMG00000164053.2
chr5	141397947	141512975	+	ENSG00000276547.2	ENSG00000276547.2	PCDHGB5	HGNC:8712	OTTHUMG00000188231.2
chr5	141402778	141512975	+	ENSG00000261934.3	ENSG00000261934.3	PCDHGA9	HGNC:8707	OTTHUMG00000177473.2
chr5	141408021	141512975	+	ENSG00000253305.3	ENSG00000253305.3	PCDHGB6	HGNC:8713	OTTHUMG00000163687.2
chr5	141412987	141512975	+	ENSG00000253846.3	ENSG00000253846.3	PCDHGA10	HGNC:8697	OTTHUMG00000163688.2
chr5	141417645	141512975	+	ENSG00000254122.3	ENSG00000254122.3	PCDHGB7	HGNC:8714	OTTHUMG00000164054.2
chr5	141421047	141512975	+	ENSG00000253873.6	ENSG00000253873.6	PCDHGA11	HGNC:8698	OTTHUMG00000164055.3
chr5	141430507	141512975	+	ENSG00000253159.3	ENSG00000253159.3	PCDHGA12	HGNC:8699	OTTHUMG00000129611.6
chr5	141475947	141512977	+	ENSG00000240184.7	ENSG00000240184.7	PCDHGC3	HGNC:8716	OTTHUMG00000129613.8
chr5	141484997	141512975	+	ENSG00000242419.6	ENSG00000242419.6	PCDHGC4	HGNC:8717	OTTHUMG00000129625.4
chr5	141489081	141512975	+	ENSG00000240764.4	ENSG00000240764.4	PCDHGC5	HGNC:8718	OTTHUMG00000129624.2
chr5	141515016	141619055	-	ENSG00000131504.18	ENSG00000131504.18	DIAPH1	HGNC:2876	OTTHUMG00000149893.18
chr5	141620876	141636849	-	ENSG00000171720.10	ENSG00000171720.10	HDAC3	HGNC:4854	OTTHUMG00000129629.6
chr5	141636950	141641064	+	ENSG00000164620.9	ENSG00000164620.9	RELL2	HGNC:26902	OTTHUMG00000129612.5
chr5	141639302	141651418	-	ENSG00000197948.11	ENSG00000197948.11	FCHSD1	HGNC:25463	OTTHUMG00000163762.5
chr5	141653401	141682230	-	ENSG00000120318.16	ENSG00000120318.16	ARAP3	HGNC:24097	OTTHUMG00000129610.7
chr5	141853090	141879246	-	ENSG00000156453.14	ENSG00000156453.14	PCDH1	HGNC:8655	OTTHUMG00000129661.6
chr5	141923855	141942047	+	ENSG00000081791.9	ENSG00000081791.9	DELE1	HGNC:28969	OTTHUMG00000129662.6
chr5	141943581	141969741	-	ENSG00000113555.6	ENSG00000113555.6	PCDH12	HGNC:8657	OTTHUMG00000129658.5
chr5	141958328	141990292	+	ENSG00000013561.18	ENSG00000013561.18	RNF14	HGNC:10058	OTTHUMG00000129660.8
chr5	141991749	142013041	-	ENSG00000113552.16	ENSG00000113552.16	GNPDA1	HGNC:4417	OTTHUMG00000129657.5
chr5	142108779	142154440	+	ENSG00000131507.11	ENSG00000131507.11	NDFIP1	HGNC:17592	OTTHUMG00000129659.5
chr5	142310427	142326455	-	ENSG00000187678.10	ENSG00000187678.10	SPRY4	HGNC:15533	OTTHUMG00000129663.5
chr5	142592178	142698070	-	ENSG00000113578.18	ENSG00000113578.18	FGF1	HGNC:3665	OTTHUMG00000059703.10
chr5	142770377	143229011	+	ENSG00000145819.18	ENSG00000145819.18	ARHGAP26	HGNC:17073	OTTHUMG00000059705.15
chr5	143277931	143435512	-	ENSG00000113580.15	ENSG00000113580.15	NR3C1	HGNC:7978	OTTHUMG00000129677.6
chr5	143812147	143820716	+	ENSG00000158497.7	ENSG00000158497.7	HMHB1	HGNC:29677	OTTHUMG00000163173.1
chr5	144158162	144170714	-	ENSG00000145817.17	ENSG00000145817.17	YIPF5	HGNC:24877	OTTHUMG00000129679.6
chr5	144170873	144485686	+	ENSG00000183775.11	ENSG00000183775.11	KCTD16	HGNC:29244	OTTHUMG00000163172.5
chr5	145471799	145835369	-	ENSG00000186314.12	ENSG00000186314.12	PRELID2	HGNC:28306	OTTHUMG00000163384.4
chr5	145858521	145937126	-	ENSG00000204928.3	ENSG00000204928.3	GRXCR2	HGNC:33862	OTTHUMG00000163417.4
chr5	145936578	146081791	+	ENSG00000156463.18	ENSG00000156463.18	SH3RF2	HGNC:26299	OTTHUMG00000129685.6
chr5	146084313	146105577	-	ENSG00000173261.9	ENSG00000173261.9	PLAC8L1	HGNC:31746	OTTHUMG00000163418.3
chr5	146110566	146182696	-	ENSG00000133706.20	ENSG00000133706.20	LARS1	HGNC:6512	OTTHUMG00000163429.8
chr5	146203550	146339251	+	ENSG00000275740.1	ENSG00000275740.1	ENSG00000275740	NA	OTTHUMG00000188625.1
chr5	146203605	146289223	+	ENSG00000091009.8	ENSG00000091009.8	RBM27	HGNC:29243	OTTHUMG00000163436.5
chr5	146338839	146341728	+	ENSG00000091010.6	ENSG00000091010.6	POU4F3	HGNC:9220	OTTHUMG00000129684.4
chr5	146447311	146511961	+	ENSG00000113649.14	ENSG00000113649.14	TCERG1	HGNC:15630	OTTHUMG00000129683.4
chr5	146513144	146516190	-	ENSG00000173250.3	ENSG00000173250.3	GPR151	HGNC:23624	OTTHUMG00000163444.1
chr5	146580742	147084784	-	ENSG00000156475.19	ENSG00000156475.19	PPP2R2B	HGNC:9305	OTTHUMG00000163381.10
chr5	147234963	147387855	+	ENSG00000169302.16	ENSG00000169302.16	STK32A	HGNC:28317	OTTHUMG00000163411.6
chr5	147390808	147510068	-	ENSG00000113657.13	ENSG00000113657.13	DPYSL3	HGNC:3015	OTTHUMG00000163437.4
chr5	147585438	147782775	-	ENSG00000176049.16	ENSG00000176049.16	JAKMIP2	HGNC:29067	OTTHUMG00000129731.4
chr5	147824572	147831671	-	ENSG00000164266.11	ENSG00000164266.11	SPINK1	HGNC:11244	OTTHUMG00000129730.3
chr5	147870682	147882191	+	ENSG00000164265.9	ENSG00000164265.9	SCGB3A2	HGNC:18391	OTTHUMG00000129729.3
chr5	147880726	147906538	-	ENSG00000178776.5	ENSG00000178776.5	C5orf46	HGNC:33768	OTTHUMG00000163420.2
chr5	148025683	148137382	+	ENSG00000133710.17	ENSG00000133710.17	SPINK5	HGNC:15464	OTTHUMG00000134305.9
chr5	148168546	148175619	+	ENSG00000196800.7	ENSG00000196800.7	SPINK14	HGNC:33825	OTTHUMG00000129732.3
chr5	148202794	148215137	+	ENSG00000178172.7	ENSG00000178172.7	SPINK6	HGNC:29486	OTTHUMG00000163425.3
chr5	148221650	148243580	+	ENSG00000248109.3	ENSG00000248109.3	MARCOL	HGNC:53644	OTTHUMG00000163424.5
chr5	148268180	148286255	+	ENSG00000214510.10	ENSG00000214510.10	SPINK13	HGNC:27200	OTTHUMG00000163426.5
chr5	148312419	148315922	+	ENSG00000145879.11	ENSG00000145879.11	SPINK7	HGNC:24643	OTTHUMG00000163522.6
chr5	148321203	148339852	+	ENSG00000204909.8	ENSG00000204909.8	SPINK9	HGNC:32951	OTTHUMG00000163431.3
chr5	148383935	148442836	+	ENSG00000145868.17	ENSG00000145868.17	FBXO38	HGNC:28844	OTTHUMG00000129929.5
chr5	148446042	148677235	-	ENSG00000164270.19	ENSG00000164270.19	HTR4	HGNC:5299	OTTHUMG00000129931.8
chr5	148826611	148828623	+	ENSG00000169252.6	ENSG00000169252.6	ADRB2	HGNC:286	OTTHUMG00000129933.1
chr5	148923639	149063163	-	ENSG00000169247.14	ENSG00000169247.14	SH3TC2	HGNC:29427	OTTHUMG00000129930.6
chr5	149141483	149260542	+	ENSG00000173210.21	ENSG00000173210.21	ABLIM3	HGNC:29132	OTTHUMG00000129932.3
chr5	149271859	149343637	+	ENSG00000157510.14	ENSG00000157510.14	AFAP1L1	HGNC:26714	OTTHUMG00000163441.4
chr5	149345430	149354583	+	ENSG00000164284.15	ENSG00000164284.15	GRPEL2	HGNC:21060	OTTHUMG00000130048.3
chr5	149358037	149369653	+	ENSG00000145882.11	ENSG00000145882.11	PCYOX1L	HGNC:28477	OTTHUMG00000130052.5
chr5	149371324	149404202	-	ENSG00000127743.6	ENSG00000127743.6	IL17B	HGNC:5982	OTTHUMG00000130051.4
chr5	149492982	149551471	-	ENSG00000113712.19	ENSG00000113712.19	CSNK1A1	HGNC:2451	OTTHUMG00000163463.7
chr5	149551947	149634968	+	ENSG00000183111.12	ENSG00000183111.12	ARHGEF37	HGNC:34430	OTTHUMG00000163491.3
chr5	149730298	149855022	+	ENSG00000155846.17	ENSG00000155846.17	PPARGC1B	HGNC:30022	OTTHUMG00000130055.3
chr5	149857953	149944793	-	ENSG00000132915.12	ENSG00000132915.12	PDE6A	HGNC:8785	OTTHUMG00000130047.3
chr5	149960758	149993455	+	ENSG00000155850.9	ENSG00000155850.9	SLC26A2	HGNC:10994	OTTHUMG00000130054.5
chr5	149993118	150000654	-	ENSG00000164296.7	ENSG00000164296.7	TIGD6	HGNC:18332	OTTHUMG00000130045.5
chr5	150000046	150053142	+	ENSG00000113716.13	ENSG00000113716.13	HMGXB3	HGNC:28982	OTTHUMG00000163493.2
chr5	150053291	150113372	-	ENSG00000182578.14	ENSG00000182578.14	CSF1R	HGNC:2433	OTTHUMG00000130050.4
chr5	150113839	150155872	-	ENSG00000113721.14	ENSG00000113721.14	PDGFRB	HGNC:8804	OTTHUMG00000130053.5
chr5	150166778	150184558	+	ENSG00000113722.18	ENSG00000113722.18	CDX1	HGNC:1805	OTTHUMG00000169772.11
chr5	150190062	150222788	+	ENSG00000011083.9	ENSG00000011083.9	SLC6A7	HGNC:11054	OTTHUMG00000130046.4
chr5	150219491	150290093	-	ENSG00000070808.17	ENSG00000070808.17	CAMK2A	HGNC:1460	OTTHUMG00000134281.8
chr5	150296343	150339307	-	ENSG00000183876.9	ENSG00000183876.9	ARSI	HGNC:32521	OTTHUMG00000163479.4
chr5	150357629	150400308	+	ENSG00000070814.22	ENSG00000070814.22	TCOF1	HGNC:11654	OTTHUMG00000130081.18
chr5	150401637	150412969	-	ENSG00000019582.17	ENSG00000019582.17	CD74	HGNC:1697	OTTHUMG00000163559.4
chr5	150442635	150449739	-	ENSG00000164587.13	ENSG00000164587.13	RPS14	HGNC:10387	OTTHUMG00000130080.7
chr5	150485818	150558211	+	ENSG00000070614.15	ENSG00000070614.15	NDST1	HGNC:7680	OTTHUMG00000163572.6
chr5	150601080	150659207	+	ENSG00000171992.13	ENSG00000171992.13	SYNPO	HGNC:30672	OTTHUMG00000130078.3
chr5	150660882	150679368	+	ENSG00000164591.14	ENSG00000164591.14	MYOZ3	HGNC:18565	OTTHUMG00000130077.3
chr5	150690792	150701077	-	ENSG00000086589.12	ENSG00000086589.12	RBM22	HGNC:25503	OTTHUMG00000163589.5
chr5	150706840	150759095	-	ENSG00000132912.14	ENSG00000132912.14	DCTN4	HGNC:15518	OTTHUMG00000130079.5
chr5	150778757	150796734	+	ENSG00000256235.3	ENSG00000256235.3	SMIM3	HGNC:30248	OTTHUMG00000163646.4
chr5	150846521	150900736	+	ENSG00000237693.5	ENSG00000237693.5	IRGM	HGNC:29597	OTTHUMG00000163647.3
chr5	150894392	150904983	-	ENSG00000145908.14	ENSG00000145908.14	ZNF300	HGNC:13091	OTTHUMG00000130076.2
chr5	151020591	151028988	+	ENSG00000211445.13	ENSG00000211445.13	GPX3	HGNC:4555	OTTHUMG00000163693.4
chr5	151029942	151093577	-	ENSG00000145901.18	ENSG00000145901.18	TNIP1	HGNC:16903	OTTHUMG00000163722.7
chr5	151100706	151157815	-	ENSG00000197043.15	ENSG00000197043.15	ANXA6	HGNC:544	OTTHUMG00000164179.7
chr5	151181052	151224093	-	ENSG00000198624.13	ENSG00000198624.13	CCDC69	HGNC:24487	OTTHUMG00000130127.3
chr5	151212150	151270440	+	ENSG00000196743.9	ENSG00000196743.9	GM2A	HGNC:4367	OTTHUMG00000130124.4
chr5	151276358	151303766	-	ENSG00000186334.10	ENSG00000186334.10	SLC36A3	HGNC:19659	OTTHUMG00000130128.2
chr5	151314972	151347590	-	ENSG00000186335.9	ENSG00000186335.9	SLC36A2	HGNC:18762	OTTHUMG00000130129.3
chr5	151437046	151492379	+	ENSG00000123643.14	ENSG00000123643.14	SLC36A1	HGNC:18761	OTTHUMG00000130125.5
chr5	151504092	151591331	-	ENSG00000086570.13	ENSG00000086570.13	FAT2	HGNC:3596	OTTHUMG00000130126.2
chr5	151661096	151686975	-	ENSG00000113140.11	ENSG00000113140.11	SPARC	HGNC:11219	OTTHUMG00000130122.5
chr5	151742316	151772532	-	ENSG00000177556.12	ENSG00000177556.12	ATOX1	HGNC:798	OTTHUMG00000163499.5
chr5	151771045	151812911	+	ENSG00000145907.16	ENSG00000145907.16	G3BP1	HGNC:30292	OTTHUMG00000130123.4
